clip_path class_label
/home/Aaron/datasets/ava/sampled_clips/4ZpjKfu6Cl8_1208s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5MxjqHfkWFI_1637s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5YPjcdLbs5g_1080s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3IOE-Q3UWdA_1767s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-FaXLcSFjUI_932s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-ZFgsrolSxo_1038s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/26V9UzqSguo_1758s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3_VjIRdXVdM_1310s_13s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-FaXLcSFjUI_1049s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2fwni_Kjf2M_1111s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3_VjIRdXVdM_903s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/4gVsDd8PV9U_1028s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3_VjIRdXVdM_1018s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0f39OWEqJ24_1640s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3_VjIRdXVdM_1499s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/4Y5qi1gD2Sw_1035s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-OyDO1g74vc_1122s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2FIHxnZKg6A_1583s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2E_e8JlvTlg_1499s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0wBYFahr3uI_940s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5YPjcdLbs5g_1311s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/1ReZIMmD_8E_914s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2E_e8JlvTlg_1623s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0wBYFahr3uI_1491s_8s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0wBYFahr3uI_1522s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0f39OWEqJ24_1604s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-FaXLcSFjUI_1113s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-5KQ66BBWC4_1669s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/4ZpjKfu6Cl8_1233s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-XpUuIgyUHE_1779s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0f39OWEqJ24_1147s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/26V9UzqSguo_1551s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3IOE-Q3UWdA_1024s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3IOE-Q3UWdA_1545s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2fwni_Kjf2M_906s_9s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/26V9UzqSguo_1623s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-XpUuIgyUHE_1337s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/32HR3MnDZ8g_1712s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3_VjIRdXVdM_1100s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-OyDO1g74vc_1234s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/4gVsDd8PV9U_1524s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/7YpF6DntOYw_1113s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3IOE-Q3UWdA_1158s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5YPjcdLbs5g_1533s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-ZFgsrolSxo_1209s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5MxjqHfkWFI_1115s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-5KQ66BBWC4_938s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/26V9UzqSguo_975s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-OyDO1g74vc_1374s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-OyDO1g74vc_1547s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-IELREHX_js_1420s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-FaXLcSFjUI_1279s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-ZFgsrolSxo_1158s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2FIHxnZKg6A_1052s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/32HR3MnDZ8g_1665s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/4ZpjKfu6Cl8_1187s_12s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/3IOE-Q3UWdA_1797s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/0wBYFahr3uI_1375s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/2DUITARAsWQ_1564s_7s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/32HR3MnDZ8g_1552s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-FaXLcSFjUI_1609s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5MxjqHfkWFI_1542s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/5MxjqHfkWFI_1398s_15s.mp4 0
/home/Aaron/datasets/ava/sampled_clips/-FaXLcSFjUI_985s_15s.mp4 0
